1358645747.434462,0
1358645747.546696,11
1358645747.658119,18
1358645747.769619,19
1358645747.880155,10
1358645747.990746,10
1358645748.102599,12
1358645748.214107,13
1358645748.325606,14
1358645748.436874,16
1358645748.548751,19
1358645748.660675,18
1358645748.774274,16
1358645748.885530,10
1358645748.996953,9
1358645749.108868,11
1358645749.220466,12
1358645749.331576,13
1358645749.443089,13
1358645749.554521,14
1358645749.666603,15
1358645749.778684,17
1358645749.889388,17
1358645749.999704,17
1358645750.110089,18
1358645750.220503,19
1358645750.330819,19
1358645750.443018,19
1358645750.555400,18
1358645750.666805,10
1358645750.778288,10
1358645750.889303,11
1358645751.001042,12
1358645751.112298,13
1358645751.223824,14
1358645751.335321,15
1358645751.446200,15
1358645751.556774,17
1358645751.667423,19
1358645751.777780,19
1358645751.888141,20
1358645751.998688,18
1358645752.109217,18
1358645752.221955,13
1358645752.334696,9
1358645752.446623,9
1358645752.558154,12
1358645752.669754,12
1358645752.780808,13
1358645752.892267,15
1358645753.003922,15
1358645753.115466,16
1358645753.226744,17
1358645753.338170,17
1358645753.449824,18
1358645753.561331,19
1358645753.672564,18
1358645753.783384,17
1358645753.895335,10
1358645754.006734,11
1358645754.118672,12
1358645754.229849,13
1358645754.340767,13
1358645754.451620,14
1358645754.564105,16
1358645754.675581,15
1358645754.787311,16
1358645754.897945,18
1358645755.008984,19
1358645755.121292,19
1358645755.232848,18
1358645755.344328,13
1358645755.455332,9
1358645755.567082,11
1358645755.678237,11
1358645755.789289,12
1358645755.900441,14
1358645756.011717,15
1358645756.123305,15
1358645756.234288,18
1358645756.345110,16
1358645756.455676,19
1358645756.566376,18
1358645756.676731,17
1358645756.787248,11
1358645756.897921,8
1358645757.008420,9
1358645757.118547,11
1358645757.229668,12
1358645757.340622,13
1358645757.453192,14
1358645757.565045,16
1358645757.675951,16
1358645757.786878,16
1358645757.898689,18
1358645758.009960,18
1358645758.121539,19
1358645758.233161,19
1358645758.345233,17
1358645758.457201,6
1358645758.568587,10
1358645758.679491,11
1358645758.790189,12
1358645758.901358,14
1358645759.012208,14
1358645759.123124,15
1358645759.234641,16
1358645759.346582,17
1358645759.458561,19
1358645759.573731,18
1358645759.685204,19
1358645759.796650,11
1358645759.907927,9
1358645760.019836,11
1358645760.132126,12
1358645760.243355,13
1358645760.353961,14
1358645760.464872,14
1358645760.576133,15
1358645760.688975,16
1358645760.801108,18
1358645760.912688,17
1358645761.025285,18
1358645761.137023,18
1358645761.250559,18
1358645761.362874,12
1358645761.475657,10
1358645761.587118,10
1358645761.699196,10
1358645761.811879,12
1358645761.924281,12
1358645762.036301,13
1358645762.147615,13
1358645762.259175,13
1358645762.370541,13
1358645762.481300,14
1358645762.593319,15
1358645762.704538,16
1358645762.815248,16
1358645762.926074,15
1358645763.036506,16
1358645763.146928,17
1358645763.257339,17
1358645763.367605,17
1358645763.477935,17
1358645763.588494,18
1358645763.698767,19
1358645763.809089,18
1358645763.919587,17
1358645764.029837,9
1358645764.140083,10
1358645764.250350,11
1358645764.360741,12
1358645764.471438,12
1358645764.582588,11
1358645764.694248,12
1358645764.806050,13
1358645764.917201,15
1358645765.028535,15
1358645765.138852,15
1358645765.249116,14
1358645765.359364,15
