1359506547.140712,0
1359506547.168945,0
1359506547.196857,0
1359506547.224899,0
1359506547.252866,0
1359506547.280973,0
1359506547.309010,0
1359506547.336919,0
1359506547.364771,0
1359506547.392841,0
1359506547.420786,0
1359506547.448754,0
1359506547.476669,0
1359506547.504505,0
1359506547.532506,0
1359506547.560502,0
1359506547.588514,0
1359506547.616478,0
1359506547.644466,0
1359506547.672341,0
1359506547.700364,0
1359506547.728353,0
1359506547.756205,0
1359506547.784087,0
1359506547.812062,0
1359506547.839952,0
1359506547.867903,0
1359506547.895859,0
1359506547.923762,0
1359506547.951721,0
1359506547.979613,0
1359506548.007517,0
1359506548.035388,0
1359506548.063285,0
1359506548.091160,0
1359506548.119158,0
1359506548.147170,0
1359506548.174933,0
1359506548.202870,0
1359506548.230794,0
1359506548.258739,0
1359506548.286800,0
1359506548.314822,0
1359506548.342857,0
1359506548.370765,0
1359506548.398646,0
1359506548.426453,0
1359506548.454363,0
1359506548.482204,0
1359506548.510116,0
1359506548.537980,0
1359506548.566002,0
1359506548.593928,0
1359506548.621896,0
1359506548.649793,0
1359506548.677807,0
1359506548.705772,0
1359506548.733748,0
1359506548.761532,0
1359506548.789354,0
1359506548.817288,0
1359506548.845175,0
1359506548.873046,0
1359506548.901072,0
1359506548.928970,0
1359506548.956954,0
1359506548.984816,0
1359506549.012739,0
1359506549.040634,0
1359506549.068578,0
1359506549.096506,0
1359506549.124508,0
1359506549.152424,0
1359506549.180407,0
1359506549.208246,0
1359506549.236149,0
1359506549.264065,0
1359506549.292015,0
1359506549.319948,0
1359506549.347900,0
1359506549.375836,0
1359506549.403726,0
1359506549.431609,0
1359506549.459564,0
1359506549.487461,0
1359506549.515498,0
1359506549.543365,0
1359506549.571262,0
1359506549.599186,0
1359506549.627132,0
1359506549.655053,0
1359506549.682924,0
1359506549.710870,0
1359506549.738840,0
1359506549.766756,0
1359506549.794692,0
1359506549.822598,0
1359506549.850498,0
1359506549.878383,0
1359506549.906330,0
1359506549.934173,0
1359506549.961991,0
1359506549.989873,0
1359506550.017793,0
1359506550.045691,0
1359506550.073539,0
1359506550.101478,0
1359506550.129323,0
1359506550.157139,0
1359506550.185197,0
1359506550.213127,0
1359506550.241733,0
1359506550.269811,0
1359506550.297879,0
1359506550.325761,0
1359506550.353816,0
1359506550.381922,0
1359506550.410132,14
1359506550.438524,0
1359506550.466715,5
1359506550.495182,0
1359506550.523793,0
1359506550.553160,58
1359506550.582147,0
1359506550.612183,3
1359506550.641376,32
1359506550.671181,24
1359506550.700203,87
1359506550.728843,43
1359506550.758709,59
1359506550.788336,70
1359506550.817645,49
