1358645955.026920,0
1358645955.138313,10
1358645955.249380,20
1358645955.360454,26
1358645955.472496,25
1358645955.584355,38
1358645955.695593,42
1358645955.806856,47
1358645955.918715,52
1358645956.029999,54
1358645956.141779,48
1358645956.253094,57
1358645956.364369,68
1358645956.475214,56
1358645956.586574,67
1358645956.698302,80
1358645956.809067,67
1358645956.920623,84
1358645957.031651,72
1358645957.143785,89
1358645957.254846,76
1358645957.367112,96
1358645957.478827,83
1358645957.589715,96
1358645957.701167,84
1358645957.812504,99
1358645957.924478,87
1358645958.035754,74
1358645958.147768,95
1358645958.258889,82
1358645958.369950,71
1358645958.480471,62
1358645958.591133,54
1358645958.701451,41
1358645958.812435,28
1358645958.923182,17
1358645959.033978,57
1358645959.144328,59
1358645959.254634,60
1358645959.365312,61
1358645959.475735,63
1358645959.586261,63
1358645959.697090,62
1358645959.807577,64
1358645959.919041,63
1358645960.029975,65
1358645960.140842,65
1358645960.251363,64
1358645960.362410,65
1358645960.473262,65
1358645960.583708,65
1358645960.694387,65
1358645960.804703,66
1358645960.915223,66
1358645961.025678,66
1358645961.136019,67
1358645961.246472,67
1358645961.356893,66
1358645961.468782,65
1358645961.580439,67
1358645961.691736,66
1358645961.802818,66
1358645961.913489,68
1358645962.024203,67
1358645962.134637,68
1358645962.245094,68
1358645962.355414,68
1358645962.466004,68
1358645962.576215,68
1358645962.686582,69
1358645962.797501,69
1358645962.908786,70
1358645963.020160,70
1358645963.131630,70
1358645963.243263,71
1358645963.354065,71
1358645963.464898,71
1358645963.575395,72
1358645963.685910,72
1358645963.796266,75
1358645963.908276,74
1358645964.020429,73
1358645964.132045,74
1358645964.243288,74
1358645964.354167,74
1358645964.464698,74
1358645964.575337,73
1358645964.685863,74
1358645964.796188,73
1358645964.906901,74
1358645965.017474,74
1358645965.127675,74
1358645965.237980,73
1358645965.348196,73
1358645965.458533,74
1358645965.569334,74
1358645965.679731,74
1358645965.790390,75
1358645965.900967,76
1358645966.011572,75
1358645966.122002,76
1358645966.233905,76
1358645966.345322,76
1358645966.456995,75
1358645966.567944,76
1358645966.679746,76
1358645966.791248,76
1358645966.902898,78
1358645967.014323,77
1358645967.125601,77
1358645967.236990,79
1358645967.347980,78
1358645967.459849,78
1358645967.572291,78
1358645967.685469,78
1358645967.797953,77
1358645967.909169,77
1358645968.019955,79
1358645968.131123,78
1358645968.243252,78
1358645968.355548,78
1358645968.467418,79
1358645968.578723,79
1358645968.689372,79
1358645968.800246,78
1358645968.910822,78
1358645969.021111,79
1358645969.131135,78
1358645969.242931,78
1358645969.354190,77
1358645969.465863,79
1358645969.577829,80
1358645969.689376,81
1358645969.800338,81
1358645969.911728,81
1358645970.022850,80
1358645970.135036,80
1358645970.246921,80
1358645970.358307,81
1358645970.471230,81
1358645970.583624,81
1358645970.694821,81
1358645970.809360,80
1358645970.920570,81
1358645971.032606,83
1358645971.143790,83
1358645971.255390,82
1358645971.367366,83
1358645971.478880,81
1358645971.590566,80
1358645971.701711,81
1358645971.813289,81
1358645971.924673,82
1358645972.035686,84
1358645972.147826,81
1358645972.259707,81
1358645972.371661,81
1358645972.483256,82
1358645972.594837,82
1358645972.706111,82
1358645972.817683,83
1358645972.929302,81
1358645973.040836,82
1358645973.152342,83
1358645973.263615,83
1358645973.375863,83
1358645973.487066,84
1358645973.597931,82
1358645973.708639,82
1358645973.820048,83
1358645973.931206,83
1358645974.042082,83
1358645974.152725,83
1358645974.264204,83
1358645974.376041,82
1358645974.487799,83
1358645974.598717,84
1358645974.709073,85
1358645974.819760,83
1358645974.930159,83
1358645975.041218,84
1358645975.152786,84
1358645975.264184,85
1358645975.375720,84
1358645975.486709,83
1358645975.597594,85
1358645975.708451,84
1358645975.819261,84
1358645975.929871,84
1358645976.040442,84
1358645976.151057,85
1358645976.261670,85
1358645976.372909,86
1358645976.484879,85
1358645976.597309,86
1358645976.709325,86
1358645976.820822,85
1358645976.933080,86
1358645977.044571,86
1358645977.156369,86
1358645977.268336,88
1358645977.379373,87
1358645977.491404,87
1358645977.602553,88
1358645977.713477,87
1358645977.824511,88
1358645977.936301,86
1358645978.048260,86
1358645978.159732,86
1358645978.271081,87
1358645978.382056,88
1358645978.493282,88
1358645978.604966,87
1358645978.716156,87
1358645978.827589,86
1358645978.938515,88
1358645979.050696,87
1358645979.161941,87
1358645979.272753,86
1358645979.383671,86
1358645979.494481,88
1358645979.605289,88
1358645979.715922,88
1358645979.826735,87
1358645979.937037,88
1358645980.047449,88
1358645980.159247,88
1358645980.270704,88
1358645980.382094,87
1358645980.492933,87
1358645980.604394,88
1358645980.715594,89
1358645980.827428,89
1358645980.938785,89
1358645981.050786,90
1358645981.162156,87
1358645981.273746,88
1358645981.385352,90
1358645981.497182,90
1358645981.609701,89
1358645981.721082,89
1358645981.831818,88
1358645981.942333,88
1358645982.052882,90
1358645982.163813,90
1358645982.276750,90
1358645982.388603,91
1358645982.499932,91
1358645982.610921,89
1358645982.723152,89
1358645982.834583,90
1358645982.946020,90
1358645983.056876,91
1358645983.167646,92
1358645983.278423,90
1358645983.389418,90
1358645983.500230,91
1358645983.611320,92
1358645983.724074,92
1358645983.835556,91
1358645983.946251,90
1358645984.058154,90
1358645984.169307,92
1358645984.280684,90
1358645984.391593,93
1358645984.501965,92
1358645984.612383,92
1358645984.722647,93
1358645984.833260,93
1358645984.945062,94
1358645985.057162,92
1358645985.168522,92
1358645985.280086,92
